,title,address,description,price,date,seller,image
235,4 bedroom detached house for sale,"Entwistle Hall Lane, Turton, Bolton, Lancashire, BL7","** DETACHED FARMHOUSE BUILT IN 2007 ** STUNNING FAR REACHING VIEWS ** THREE ACRE PLOT WITH A DETACHED BARN Some properties have just got it and this certainly fits the bill. Sit back, relax and take in some of the finest surroundings Lancashire has to offer. Welcome to Three Acre Farm...","£1,250,000",28/10/2022," Miller Metcalfe, Harwood",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220892/121675469/220892_HWH200356_IMG_01_0000_max_476x317.jpeg
236,5 bedroom detached house for sale,"Attwood House, Markland Hill, Bolton, BL1 5AL","Millbrooke Estate Agents are delighted to offer for sale this truly unique property. Situated within a prestigious gated development of just 7 luxury properties in the heart of Markland Hill. This stunning 5-bedroom detached property isn't just a home, its a lifestyle.","£1,150,000",16/11/2022," Millbrooke Estate Agents, Worsley",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76700/129147251/76700_531_IMG_00_0000_max_476x317.jpeg
237,4 bedroom detached house for sale,"Chorley New Road, Bolton, BL1 5AD ~ This is Something Rather Special ~","This is something rather special, with appeal to the discerning & those seeking ”something different & individual” within the current property market. Oaklawn is almost hidden from view from Chorley New Road approached via an extensive driveway leading to a mature, desirable four be...","£1,100,000",17/10/2022," PLM, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77103/128106686/77103_22509_IMG_00_0000_max_476x317.jpeg
238,Detached house for sale,"Wingates Lane, Lostock, Bolton","Best and final offers - Wednesday 11th January 2023 Strategically located farm with 4-bedroom farmhouse in need of full refurbishment, Range of versatile farm buildings and yard Productive Grade 3 land extending in all to 69.34 acres (26.06 hectares). For Sale as a whole or in Lo...","£1,000,000",01/12/2022," Armitstead Barnett, Burscough",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/53k/52504/129662297/52504_GAR220492_IMG_00_0000_max_476x317.jpeg
239,5 bedroom detached house for sale,"Belgravia House, 4 Clare Bank",Please contact the office for more details ~ Just four select residences within a secure gated development ~ Bespoke Individually designed Homes ~ Flexible five bedroom accommodation arranged over four floors ~ The epitome of sheer opulence & luxury ~ A most desirable sought after open woo...,"£999,995",04/02/2022," PLM, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77103/119546963/77103_19179_IMG_00_0000_max_476x317.jpeg
240,6 bedroom detached house for sale,"Smithills Dean Road, Smithills, BL1 6JZ",Prime sought after semi rural location Individually designed Six double bedroom detached residence Offering just over 5100 sq.ft of versatile accommodation on approx. 1 acre plot Extensive accommodation arranged over three floors. Delightful & sought after location on the edge of ...,"£995,000",06/07/2022," PLM, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77103/124705985/77103_21370_IMG_00_0000_max_476x317.jpeg
241,5 bedroom detached house for sale,"Northwold Drive, Heaton, Bolton, Greater Manchester, BL1","** LOCATION ** LOCATION ** LOCATION ** SOUGHT AFTER DEVELOPMENT IN HEATON ** SITS ON 0.73 ACRES ** NO CHAIN ** Standing proudly within a large 0.73 acres of, private mature plot upon one of Bolton's most premier roads, this spectacular individual detached home offers exceptionally s...","£980,000",05/09/2022," Miller Metcalfe, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220871/123218405/220871_BTN200026_IMG_24_0001_max_476x317.jpeg
242,4 bedroom detached bungalow for sale,"Corn Cop, 5 Ravenswood Drive, Heaton, Bolton, BL1 5AJ","Exceptionally spacious & well presented four double bedroom detached bungalow   ~Elegance & style throughout~   Tastefully extended and occupying a delightful position enjoying a most attractive, private rear garden in approx. 0.5 acre plot Carl Josef Bespoke Fitt...","£975,000",03/10/2022," PLM, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77103/127665368/77103_22336_IMG_00_0000_max_476x317.jpeg
243,5 bedroom detached house for sale,"10 Ravenswood Drive, Heaton, Bolton, BL1 5AJ","Superb 4/5 bedroom detached residence occupying a prominent, elevated position on a half an acre plot in Heaton. Prime, sought after location Extensive, versatile accommodation Generous gardens to front, side and rear Potential to extend STPP Generous driveway offering am...","£925,000",08/12/2022," PLM, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77103/125506310/77103_21620_IMG_43_0000_max_476x317.jpeg
244,5 bedroom detached house for sale,"Crowndale, Edgworth, BL7 Wonderful Family Home, No Chain","A wonderful five bedroom detached family home enjoying accommodation which extends to over 2,800 ft.² positioned in a quiet cul-de-sac with a private garden gate which virtually opens out into the countryside. The substantial home is perfectly placed for exploring the fabulous countryside ...","£925,000",today," Cardwells Sales, Lettings, Management & Commercial, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/14k/13084/130213319/13084_11716442_IMG_00_0000_max_476x317.jpeg
245,4 bedroom detached house for sale,"Chorley New Road, Lostock, Bolton, Lancashire, BL6",This stunning period detached family home is situated within a fantastic mature and private plot approximately 1/2 of an acre and overlooking Bolton Golf Course. Having been lovingly finished to the highest of standards this truly special property simply must be seen in person to be fully appreci...,"£925,000",23/06/2022," Miller Metcalfe, Horwich",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220895/124230116/220895_RPT160285_IMG_00_0000_max_476x317.jpeg
246,4 bedroom detached house for sale,"Princess Road, Lostock, BL6 4DR","Luxurious and elegant detached family residence Occupying a private gated Hamlet with six other similar styled homes Recently refurbished, decorated with new floorings, new en suite, new ground floor cloakroom Attractive fitted dining/living kitchen Four reception areas & Langley ...","£900,000",29/06/2022," PLM, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77103/124456055/77103_21241_IMG_39_0000_max_476x317.jpeg
247,7 bedroom semi-detached house for sale,"Chorley New Road, Bolton, BL1","***FANTASTIC OPPORTUNITY TO PURCHASE AN IMPRESSIVE VICTORIAN PROPERTY*** Welcome to Hurst Bank West, set behind a leafy setting just off Chorley New Road, this impressive Victorian property of epic proportions is being welcomed to the market. The property is in need of uplift but is pe...","£900,000",12/09/2022," Miller Metcalfe, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220871/126995738/220871_BTN220402_IMG_00_0000_max_476x317.jpeg
248,4 bedroom detached house for sale,"80 Chorley New Road, Lostock","Planning Permission Granted to Create 5458 sqft! Desirable & Sought after Location Architectural Drawings available to View Within easy reach of Bolton School, Clevelands Prep, Motorway and Rail Links Superb plot~ viewing “ A must ”   Tastefully modernised fou...","£900,000",20/04/2022," PLM, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77103/122608022/77103_14588_IMG_00_0000_max_476x317.jpeg
249,6 bedroom bungalow for sale,"Ryecroft Drive, Westhoughton","NOW HERE'S SOMETHING YOU DON'T SEE EVERY DAY! ARE YOU LOOKING FOR A SPACIOUS BUNGALOW SET ON A LARGE PLOT OF LAND? This property has SIX BEDROOMS THREE BATHROOMS AND MULTIPLE RECEPTION ROOMS including a HYDROTHERAPY ROOM. The bungalow is complemented by wider doors, gentle sloped entra (cont.)","£900,000",11/11/2022," Price and Co, Westhoughton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/99k/98483/129003245/98483_PAB1001096_IMG_00_0000_max_476x317.jpeg
250,4 bedroom detached house for sale,"Bolton,
Greater Manchester
BL7 9PZ","The BANBURY is a stunning four bedroom detached home on The Grange, in Bromley Cross, Bolton. Offering a spacious lounge, open plan kitchen and dining area, well-appointed bedrooms with 1 bathroom and 2 en suites, complete with integral single garage and driveway. Book your appointment today.","£484,950",18/10/2022, Jones Homes,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/249k/248015/128160623/248015_32-Grange_IMG_02_0000_max_476x317.jpeg
251,5 bedroom detached house for sale,"Irlams Farm, Chorley Road, Westhoughton, Bolton, Lancashire, BL5 3NH",LARGE PLOT OF LAND - DEVELOPMENT OPPORTUNITY - INCLUDING DETACHED FAMILY HOME,"£2,500,000",16/05/2022," Harrisons Estate Agents, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/243k/242354/114996884/242354_HRR_HRR_LFSYCL_345_75775003_IMG_26_0001_max_476x317.jpeg
252,5 bedroom detached house for sale,"Old Kiln Lane, Heaton, BL1 7PY","Simply stunning five bedroom detached residence offering approx. 7,500 sq.feet Approx 2 acre plot ( including ¾ acre plot offering potential for a detached dwelling STPP) 1,000 sq ft detached barn - Potential to convert to detached cottage/ gym/office STPP Superb quality & ...","£2,300,000",02/09/2021," PLM, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77103/112850171/77103_17138_IMG_00_0000_max_476x317.jpeg
253,9 bedroom detached house for sale,"Ravenhurst Drive, Bolton, BL1","An opportunity to purchase two modern homes of nearly 10,000 set in substantial grounds","£1,895,000",02/09/2022," Savills, Knutsford",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/200k/199484/65896386/199484_KNU190236_IMG_00_0000_max_476x317.jpeg
254,6 bedroom detached house for sale,"High Bank Lane, Lostock, Bolton, Greater Manchester, BL6","Perfectly nestled at the top of High Bank Lane in Lostock, just a stone’s throw from the fifth tee of the prestigious Bolton Golf Club sits the impeccable Longwood House. A rare, unique and one of a kind home filled with elegance and bursting with class, sophistication and pure quality.","£1,800,000",13/10/2022," Miller Metcalfe, Horwich",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220895/127991216/220895_HOA225802_IMG_29_0000_max_476x317.jpeg
255,5 bedroom detached house for sale,"Clare Bank, Heaton, Bolton ~Impressive gated development situated off Clarebank / Markland Hill ~",Please contact the office for more details ~ Just four select residences within a secure gated development ~ Bespoke Individually designed Homes ~ Flexible five bedroom accommodation arranged over four floors ~ The epitome of sheer opulence & luxury ~ A most desirable sought after open woo...,"£1,500,000",04/02/2022," PLM, Bolton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77103/119546870/77103_19178_IMG_01_0000_max_476x317.jpeg
256,6 bedroom detached house for sale,"Windy Harbour Lane, Bromley Cross, Bolton, Greater Manchester, BL7","A very warm welcome to Ridgefields. Surely one of the most elegant, sophisticated and truly outstanding homes to ever hit the market. Take our word for it when we say that you are unlikely to ever find something that compares to the attention to detail, quality and sheer class on offer at this tr...","£1,500,000",21/09/2022," Miller Metcalfe, Harwood",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220892/128055290/220892_HWD220153_IMG_00_0000_max_476x317.jpeg
257,5 bedroom detached house for sale,"Cockey Moor Road, Bury, BL8","We are proud to present this impressive and imposing post war detached residence of generous proportions, occupying what is perhaps one of the most prestigious locations on this side of town and enjoying a pleasant rural aspect to the side and at the rear.Set in excess of three quarters...","£1,400,000",24/10/2022," JonSimon Estate Agents, Ramsbottom",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/151k/150941/128359586/150941_25476447_IMG_00_0000_max_476x317.jpeg
258,4 bedroom detached house for sale,"Acresdale, Bolton, Greater Manchester, BL6",This stunning property has undergone an extensive rebuild by the present owners. Originally built in 1973 this property has been completely transformed resulting in a fabulous family property maximising modern energy efficiency throughout. Occupying a large plot in leafy Lostock with close proximit,"£1,395,000",01/12/2022," Joncol Properties Ltd, Bamber Bridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/255k/254336/129639359/254336_JCP001_IMG_29_0000_max_476x317.jpeg
